koʻchat	Tabiat	Oʻtqazish uchun tayyorlangan yosh nihol.
koʻkat	Oshxona	Ovqatga qoʻshiladigan yashil sabzavotlar.
koʻlam	Ilm	Ish yoki hodisaning qamrov darajasi.
koʻmak	Tuygʻu	Qiynalganga koʻrsatiladigan yordam.
koʻmik	Jism	Suyak ichidagi yumshoq toʻqima.
koʻmir	Tabiat	Yer ostidan qazib olinadigan qora yoqilgʻi.
koʻngil	Tuygʻu	Insonning his-tuygʻular manbai, qalbi.
koʻpik	Tabiat	Suyuqlik yuzasidagi mayda pufakchalar uyumi.
koʻrik	Jamiyat	Holatni tekshirish uchun oʻtkaziladigan tadbir.
koʻrpa	Uy-roʻzgʻor	Paxta solingan yopingich.
koʻsak	Tabiat	Paxtaning ochilmagan mevasi.
koʻzgu	Uy-roʻzgʻor	Aks tasvir koʻrsatuvchi silliq yuza.
kuchuk	Hayvonot	Itning yosh bolasi.
kukun	Ilm	Mayda un holiga keltirilgan modda.
kulba	Qurilish	Kichik, kamtarona yashash joyi.
kulcha	Oshxona	Kichik yumaloq non.
kulgi	Tuygʻu	Xursandlikdan chiqadigan ovozli ifoda.
kuloh	Kiyim	Uchli qadimiy bosh kiyimi.
kulol	Kasb-hunar	Loydan idish yasovchi hunarmand.
kumush	Tabiat	Oq tusli qimmatbaho maʼdan.
kunda	Asbob	Goʻsht chopiladigan yoʻgʻon yogʻoch tagligi.
kungay	Tabiat	Quyosh tushadigan yon tomon.
kurak	Asbob	Yer qazish yoki qor tozalash uchun asbob.
kurash	Oʻyin	Ikki polvon bellashadigan milliy sport turi.
kurka	Hayvonot	Yirik gavdali xonaki parranda.
kurra	Ilm	Shar shaklidagi jism, olam modeli.
kursi	Uy-roʻzgʻor	Bir kishilik suyanchiqli oʻtirgʻich.
kuyov	Oila	Qizning turmush oʻrtogʻi boʻluvchi yigit.
